ID,Utterance,Speaker,Dialogue_ID,Target
TRAIN_7776,"Okay, shoot.",Joey,822,neutral
TRAIN_7777,"Okay, um, oh, the zoo commercial.",Phoebe,822,neutral
TRAIN_7778,I didn't get it?,Joey,822,neutral
TRAIN_7779,"No. They said you 'Weren't believable as a human being.' So, you can work on that.",Phoebe,822,joy
TRAIN_7780,"Okay, what else?",Joey,822,neutral
TRAIN_7781,"Um, the off-Broadway play people said 'You were pretty but dumb.'",Phoebe,822,neutral
TRAIN_7782,Oh.,Joey,822,sadness
TRAIN_7783,"Oh no wait, I'm sorry, that's 'pretty dumb.'",Phoebe,822,neutral
TRAIN_7784,Hey.,All,823,neutral
TRAIN_7785,How's the maniac?,Ross,823,neutral
TRAIN_7786,"Oh, well he's yummy. We did a little kissin'.",Phoebe,823,joy
TRAIN_7787,"Phoebe, what are you doing?",Rachel,823,surprise
TRAIN_7788,"Oh, no, no, no, no. You know what, he's not into that stuff anymore. He quit for me.",Phoebe,823,neutral
TRAIN_7789,"Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that.",Rachel,823,disgust
TRAIN_7790,"Look, he gave me his night vision goggles and everything.",Phoebe,823,joy
TRAIN_7791,You're taking the word of a guy who has night vision goggles?,Ross,823,surprise
TRAIN_7792,"What, he's not still following her. Do you think he is still following her?",Phoebe,823,surprise
TRAIN_7793,"Pheebs, wake up and smell the restraining order.",Chandler,823,disgust
TRAIN_7794,What are you saying I should do?,Phoebe,823,neutral
TRAIN_7795,"I think, that if you really like this guy, you should just trust him.",Monica,823,neutral
TRAIN_7796,"Thank you, Monica.",Phoebe,823,joy
TRAIN_7797,"Orrr, you could follow him and see where he goes.",Joey,823,neutral
TRAIN_7798,"Oh, that's what I would do, forget mine.",Monica,823,surprise
TRAIN_7799,Hey guys check it out! My mom sent me the paper!,Monica,824,joy
TRAIN_7800,"Ooh, let’s see it!",Phoebe,824,joy
TRAIN_7801,She’s not crazy is she?,Joey,825,surprise
TRAIN_7802,No.,Monica,825,neutral
TRAIN_7803,"So uh, how you doin’?",Joey,825,neutral
TRAIN_7804,There he is!,Chandler,826,joy
TRAIN_7805,There’s our star!,Monica,826,joy
TRAIN_7806,"So, so, what’d ya think?",Joey,826,neutral
TRAIN_7807,Almost as good as that play with the two naked girls on the see-saw.,Chandler,826,joy
TRAIN_7808,I-I wasn’t in that.,Joey,826,sadness
TRAIN_7809,"Wow, I have the spirit of an old Indian women living in mine.",Phoebe,827,neutral
TRAIN_7810,So then you know?,Monica,827,joy
TRAIN_7811,"The mailman was downstairs, so I brought up your mail.",Phoebe,827,neutral
TRAIN_7812,"Oh, good. Thanks.",Monica,827,neutral
TRAIN_7813,Now what is Fabutec?,Phoebe,827,neutral
TRAIN_7814,"Okay, all right don’t judge me to much.",Monica,827,fear
TRAIN_7815,Okay?,Monica,827,neutral
TRAIN_7816,"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop.",Monica,827,neutral
TRAIN_7817,"But there was this stuff on leg waxing, it just, it looked so amazing....",Monica,827,joy
TRAIN_7818,"Oh, it’s incredible! I so want to be a Waxine girl.",Phoebe,827,joy
TRAIN_7819,I know!!,Monica,827,joy
TRAIN_7820,God. Do think it really doesn’t hurt? ‘Cause how can they do that?,Phoebe,827,fear
TRAIN_7821,Hello! Organic substances recently discovered in the depths of the rain forest!,Monica,827,joy
TRAIN_7822,They have the best stuff in there.,Phoebe,827,neutral
TRAIN_7823,"Comin' through. Move, move.",Woman,828,anger
TRAIN_7824,"Oh, 'scuse me. I was kinda using that machine.",Rachel,828,joy
TRAIN_7825,"Yeah, well, now you're kinda not.",Woman,828,disgust
TRAIN_7826,But I saved it. I put my basket on top.,Rachel,828,anger
TRAIN_7827,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",Woman,828,anger
TRAIN_7828,What?,Rachel,828,surprise
TRAIN_7829,"No suds, no save. Ok?",Woman,828,anger
TRAIN_7830,What's goin' on?,Ross,828,neutral
TRAIN_7831,"Hi, uh, nothing. That horrible woman just took my machine.",Rachel,828,disgust
TRAIN_7832,Was your basket on top?,Ross,828,neutral
TRAIN_7833,"Yeah, but, there were no suds.",Rachel,828,neutral
TRAIN_7834,So?,Ross,828,neutral
TRAIN_7835,"Well, you know, no suds, no save.",Rachel,828,neutral
TRAIN_7836,"No suds? Excuse me, hold on a second.  That's my friend's machine.",Ross,828,anger
TRAIN_7837,"Hey, hey, hey, her stuff wasn't in it.",Woman,828,neutral
TRAIN_7838,"Hey, hey, hey, that's not the rule and you know it.",Ross,828,anger
TRAIN_7839,Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,Phoebe,829,anger
TRAIN_7840,"Well, I think this is a great place to work!",Receptionist,829,joy
TRAIN_7841,"Ok, are they listening?",Phoebe,829,anger
TRAIN_7842,Varrrrrroom!,Chandler,830,joy
TRAIN_7843,Hey!,Chandler,830,joy
TRAIN_7844,Watch it lady!,Chandler,830,anger
TRAIN_7845,Varrrrrrrrrrom!,Chandler,830,joy
TRAIN_7846,Hey-hey good lookin’!,Chandler,830,joy
TRAIN_7847,Varrrrrrrrroom.,Chandler,830,joy
TRAIN_7848,"All right, I’ll leave.",Chandler,830,sadness
TRAIN_7849,My bed’s so boring.,Chandler,830,sadness
TRAIN_7850,Ross do you realise this is the first time in my life I’m doing something I actually care about.,Rachel,831,anger
TRAIN_7851,This is the first time in my life I’m doing something that I’m actually good at.,Rachel,831,anger
TRAIN_7852,I mean.,Rachel,831,neutral
TRAIN_7853,if you don’t get that...,Rachel,831,anger
TRAIN_7854,"No, hey, I get that, okay, I get that big time.",Ross,831,anger
TRAIN_7855,"And I’m happy for ya, but I’m tired of having a relationship with your answering machine!",Ross,831,anger
TRAIN_7856,"Okay, I don’t know what to do anymore.",Ross,831,sadness
TRAIN_7857,Well neither do I!,Rachel,831,joy
TRAIN_7858,Hey!,Ross,832,anger
TRAIN_7859,"I’m sorry I’m late, did I miss anything?",Ross,832,neutral
TRAIN_7860,Joey stuffing 15,Phoebe,832,neutral
TRAIN_7861,15?  Your personal best! (Ross takes an,Ross,832,surprise
TRAIN_7862,Where were you?,Phoebe,832,neutral
TRAIN_7863,"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",Ross,832,neutral
TRAIN_7864,"Oh, yeah! How did you meet her?",Chandler,832,surprise
TRAIN_7865,"Oh, which museum?",Phoebe,832,neutral
TRAIN_7866,"No, answer his.",Phoebe,832,neutral
TRAIN_7867,"Okay, it was just me and her at the back of the train, and I sat near the door, so she’d have to pass by me if she wanted to switch cars.",Ross,832,joy
TRAIN_7868,She was totally at my mercy.,Ross,832,joy
TRAIN_7869,Were you so late because you were burring this woman?,Chandler,832,sadness
TRAIN_7870,"No, I’m getting back down ‘cause she lives in Poughkeepsie.",Ross,832,neutral
TRAIN_7871,"She seems really great, but she’s like totally great, but she lives two and a half hours away.",Ross,832,joy
TRAIN_7872,How can she be great if she’s from Poughkeepsie?  That joke would’ve killed in Albany.,Chandler,832,anger
TRAIN_7873,"Done! I did it! Heh, who’s stupid now?",Joey,832,joy
TRAIN_7874,"No, there is no way! It can",Monica,833,joy
TRAIN_7875,Why is your family,Chandler,833,neutral
TRAIN_7876,He cannot play at our wedding!,Monica,833,anger
TRAIN_7877,I mean everyone will leave!,Monica,833,anger
TRAIN_7878,"I mean come on, that is just noise!",Monica,833,anger
TRAIN_7879,It’s not even a song!,Monica,833,anger
TRAIN_7880,"If you listen very carefully, I think its",Chandler,833,neutral
TRAIN_7881,"Oh, I want to look too! . Yikes!",Phoebe,834,surprise
TRAIN_7882,"So do you think that these pictures—Are, are they trying to tell a story?",Monica,834,neutral
TRAIN_7883,"Oh, yeah, sure.",Rachel,834,neutral
TRAIN_7884,"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she’s crying out, ‘Where are they, where are they?’",Rachel,834,neutral
TRAIN_7885,"Well, she’s not going to find them lying in the grass like that.",Monica,834,neutral
TRAIN_7886,"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",Phoebe,834,joy
TRAIN_7887,Yeah.,Monica,834,neutral
TRAIN_7888,"You see, now, I would date this girl.",Rachel,834,neutral
TRAIN_7889,"She’s cute, she’s outdoorsy, you know, and she knows how to build a fire.",Rachel,834,neutral
TRAIN_7890,"I mean, that’s got to come in handy",Rachel,834,neutral
TRAIN_7891,"Okay, I’ve got a question. If you had to pick one of us to date, who would it be?",Monica,834,neutral
TRAIN_7892,I don’t know.,Rachel,834,neutral
TRAIN_7893,Me neither.,Monica,834,neutral
TRAIN_7894,Rachel.,Phoebe,834,neutral
TRAIN_7895,What?!,Monica,834,surprise
TRAIN_7896,I don’t know.  Me neither.,Phoebe,834,neutral
TRAIN_7897,"Look, I wanted to tell I’m-I’m sorry you lost.",Monica,835,sadness
TRAIN_7898,"Listen, I’ve got a secret for ya. I let him win.",Chandler,835,neutral
TRAIN_7899,Is that a secret or a lie.,Monica,835,anger
TRAIN_7900,"No, I let him win—Ross!",Chandler,835,neutral
TRAIN_7901,Yeah?,Ross,835,surprise
TRAIN_7902,Would you tell her I let you win please?,Chandler,835,anger
TRAIN_7903,Oh. Yeah.  Uh Chandler,Ross,835,neutral
TRAIN_7904,I am strong! I’ll show you!,Chandler,835,anger
TRAIN_7905,Chandler please!,Monica,835,disgust
TRAIN_7906,Oh what’s the matter? Are you scared?,Chandler,835,anger
TRAIN_7907,Let’s go big bunny!,Monica,835,anger
TRAIN_7908,Okay. 1…2…3—Go!   I’m gonna kill myself!,Chandler,835,neutral
TRAIN_7909,"Hey Ross, is uh, is Staten Island really an island?",Joey,836,neutral
TRAIN_7910,"Uh-huh, that's why they call it Staten",Ross,836,surprise
TRAIN_7911,Ohhh. I thought it was like Long Island.,Joey,836,surprise
TRAIN_7912,Also an island.,Ross,836,neutral
TRAIN_7913,"Hey, what time is it?",Joey,836,neutral
TRAIN_7914,2:17.,Ross,836,neutral
TRAIN_7915,"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",Joey,836,surprise
TRAIN_7916,Are you serious?!,Ross,836,surprise
TRAIN_7917,Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,Joey,836,neutral
TRAIN_7918,Wow! We are pretty good at this! Hey! We totally forgot about lunch!,Ross,836,surprise
TRAIN_7919,"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",Joey,836,anger
TRAIN_7920,"Hey, you guys",Rachel,836,neutral
TRAIN_7921,Hey!,Joey,836,joy
TRAIN_7922,Who is it?,Ursula,837,neutral
TRAIN_7923,It’s Phoebe! Phoebe!,Phoebe,837,joy
TRAIN_7924,Hey!,Ursula,837,joy
TRAIN_7925,Oh God. So-so you’re making porn movies.,Phoebe,838,surprise
TRAIN_7926,No I’m not.,Ursula,839,anger
TRAIN_7927,You’re making one right now!,Phoebe,839,anger
TRAIN_7928,And-,Phoebe,839,neutral
TRAIN_7929,"Yeah, can I help you with something?",Ursula,839,neutral
TRAIN_7930,"Look, I’m talking right now! You’re—you mean her.",Phoebe,839,joy
TRAIN_7931,"Y’know, twin stuff is always a real big seller.",Ursula,839,neutral
TRAIN_7932,What?!,Phoebe,839,surprise
TRAIN_7933,"Yeah, I can talk them into giving you like, 30 dollars.",Ursula,839,neutral
TRAIN_7934,No!!,Phoebe,839,disgust
TRAIN_7935,And stop using my name!,Phoebe,839,anger
TRAIN_7936,And shame on you!,Phoebe,839,disgust
TRAIN_7937,And shame on all of you!,Phoebe,839,disgust
TRAIN_7938,You’re disgusting!,Phoebe,839,disgust
TRAIN_7939,Especially you  with that!,Phoebe,839,disgust
TRAIN_7940,Hey!,Phoebe,840,joy
TRAIN_7941,Hi Pheebs!,Rachel,840,joy
TRAIN_7942,Are you moving out?,Phoebe,840,neutral
TRAIN_7943,"No, these aren't all my suitcases.  This one's Paolo's.",Rachel,840,neutral
TRAIN_7944,"Um, um, Rachel can we talk for a sec?",Phoebe,840,neutral
TRAIN_7945,"Well, sure...just a sec, though, 'cause Paolo's on his way over.",Rachel,840,neutral
TRAIN_7946,"Oh!  Ok, um, ok, um,",Phoebe,840,fear
TRAIN_7947,"Oh, Pheebs, Pheebs...",Rachel,840,joy
TRAIN_7948,"Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me.",Phoebe,840,neutral
TRAIN_7949,"One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",Phoebe,840,neutral
TRAIN_7950,"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",Rachel,840,surprise
TRAIN_7951,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",Phoebe,840,neutral
TRAIN_7952,"All right, well, you're right, these are the best oatmeal cookies I've ever had.",Rachel,840,surprise
TRAIN_7953,Which proves that I never lie.,Phoebe,840,neutral
TRAIN_7954,I guess you don't.,Rachel,840,neutral
TRAIN_7955,Paolo made a pass at me.,Phoebe,840,sadness
TRAIN_7956,"I’m so sorry. Please, stop freaking out.",Monica,841,fear
TRAIN_7957,I’m not freaking out.,Chandler,841,neutral
TRAIN_7958,Why would I be freaking out?,Chandler,841,neutral
TRAIN_7959,"A woman named Heldi called and said we were getting married, but that happens everyday.",Chandler,841,neutral
TRAIN_7960,"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",Monica,841,anger
TRAIN_7961,"I mean, what’s the harm in that?",Monica,841,neutral
TRAIN_7962,Right here!,Chandler,841,sadness
TRAIN_7963,"Chandler, please don’t think I was trying to pressure you. Phoebe and Rachel",Monica,841,anger
TRAIN_7964,Phoebe and Rachel!,Chandler,841,anger
TRAIN_7965,"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",Chandler,841,sadness
TRAIN_7966,"It was a mistake. Please don’t take this to mean anything, because it doesn’t.",Monica,841,sadness
TRAIN_7967,Okay.,Chandler,841,neutral
TRAIN_7968,Really?,Monica,841,joy
TRAIN_7969,"Yes, if it really doesn’t mean anything, because you know that I’m just not ready",Chandler,841,neutral
TRAIN_7970,I know! I know.,Monica,841,neutral
TRAIN_7971,Okay.,Chandler,841,neutral
TRAIN_7972,I’m gonna go tell Joey that  that you’re back. I was really worried about you.,Monica,841,anger
TRAIN_7973,"Hey, did she buy it?",Phoebe,841,neutral
TRAIN_7974,Totally.,Chandler,841,neutral
TRAIN_7975,So did Heldi show you the place?,Phoebe,841,neutral
TRAIN_7976,"Yeah, it’s beautiful.",Chandler,841,neutral
TRAIN_7977,I can’t believe you’re gonna ask Monica to marry you!,Phoebe,841,joy
TRAIN_7978,I know.,Chandler,841,neutral
TRAIN_7979,"Okay look, I have an idea.",Rachel,842,neutral
TRAIN_7980,"Why don’t we, why don’t we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",Rachel,842,neutral
TRAIN_7981,And then whoever does gets the phone.,Rachel,842,neutral
TRAIN_7982,"All right, first name on the speed dial is mom.",Rachel,842,neutral
TRAIN_7983,"Ohh, I lost my mom to suicide.",Phoebe,842,sadness
TRAIN_7984,"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",Rachel,842,sadness
TRAIN_7985,Did I use that already today? I’m sorry.,Phoebe,842,sadness
TRAIN_7986,Joe.,Rachel,842,neutral
TRAIN_7987,"Oh, I win! He’s got",Rachel,842,joy
TRAIN_7988,So you don’t know that’s,Phoebe,842,neutral
TRAIN_7989,His new girlfriend!,Rachel,842,surprise
TRAIN_7990,I can’t believe this. Do you think that your parents could help pay for it?,Monica,843,surprise
TRAIN_7991,"I don’t know, my mother spent most of her money on her fourth wedding.",Chandler,843,sadness
TRAIN_7992,She’s saving the rest for her divorce.,Chandler,843,anger
TRAIN_7993,And any extra cash my father has he saves for his yearly trips to,Chandler,843,neutral
TRAIN_7994,Well what happened at dinner?,Rachel,843,neutral
TRAIN_7995,My parents spent the money for our wedding!,Monica,843,anger
TRAIN_7996,My God! What did you order?!,Phoebe,843,surprise
TRAIN_7997,"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",Rachel,843,sadness
TRAIN_7998,"Honey, it’s gonna be okay.",Chandler,843,neutral
TRAIN_7999,No! No it’s not! It’s not gonna be okay! It sucks! No swing band! No lilies!,Monica,843,sadness
TRAIN_8000,"No, y’know what?",Rachel,843,neutral
TRAIN_8001,It’s gonna be okay.,Rachel,843,neutral
TRAIN_8002,I mean you don’t have to have this rustic Italian feast.,Rachel,843,neutral
TRAIN_8003,Y’know?,Rachel,843,neutral
TRAIN_8004,"And-and you don’t need, you don’t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",Rachel,843,neutral
TRAIN_8005,"Dr. Geller, there’s a seat over here.",Older Scientist,844,neutral
TRAIN_8006,"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",Ross,844,neutral
TRAIN_8007,"I’m having lunch right here, with my good friend Joey, if he’ll sit with me.",Ross,844,neutral
TRAIN_8008,I will sit with you Dr. Geller.,Joey,844,neutral
TRAIN_8009,"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",Ross,844,neutral
TRAIN_8010,"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",Ross,844,sadness
TRAIN_8011,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,844,fear
TRAIN_8012,"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",Ross,844,neutral
TRAIN_8013,I’m Ross!,Ross,844,joy
TRAIN_8014,"I’m divorced, and I have a kid!",Ross,844,joy
TRAIN_8015,I’m Joey! I’m an actor! I don’t know squat about dinosaurs!,Joey,844,joy
TRAIN_8016,"I’m Ted, and I just moved here a month ago, and New York really scares me.",Another Tour Guide,844,anger
TRAIN_8017,"All right, there you go!",Ross,844,joy
TRAIN_8018,"Yeah, you hang in there Teddy!",Joey,844,anger
TRAIN_8019,"I’m Andrew, and I didn’t pay for this pear.",Older Scientist,844,neutral
TRAIN_8020,"Okay, good-good for you.",Ross,844,joy
TRAIN_8021,"I’m Rhonda,  and these aren’t real!",Tour Guide,844,neutral
TRAIN_8022,"Wow, Rhonda.",Ross,844,surprise
TRAIN_8023,I’m Scott.,Another Scientist,844,neutral
TRAIN_8024,"Yeah, okay, Scott!",Ross,844,neutral
TRAIN_8025,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,Another Scientist,844,fear
TRAIN_8026,So thanks for the warm welcome.,Doug,845,neutral
TRAIN_8027,"It’s good to have you guys on my team, and I come to play.",Doug,845,joy
TRAIN_8028,I hope you do too.,Doug,845,neutral
TRAIN_8029,"Now, let’s go out there and get ‘em!",Doug,845,joy
TRAIN_8030,"And remember, there is no ‘I’ in team.",Doug,845,neutral
TRAIN_8031,"Yes, but there’s two in martini, soo everybody",Chandler,845,joy
TRAIN_8032,You! Chuckles! What’s your name?,Doug,845,neutral
TRAIN_8033,"Oh it’s Bing, sir. I’m sorry , I was just ah...",Chandler,845,fear
TRAIN_8034,"No-no, I heard what you said, funny.",Doug,845,neutral
TRAIN_8035,I like funny.,Doug,845,joy
TRAIN_8036,"This team is about hard work, but it’s also about having fun.",Doug,845,joy
TRAIN_8037,Good to have you aboard Bing!,Doug,845,joy
TRAIN_8038,Yeah. You won't be able to take it.,Phoebe,846,neutral
TRAIN_8039,"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",Chandler,846,neutral
TRAIN_8040,They're gonna call her Chandler.,Phoebe,846,neutral
TRAIN_8041,"That's kind of a masculine name, don't you think?",Chandler,846,neutral
TRAIN_8042,Works on you.,Phoebe,846,neutral
TRAIN_8043,"Oh, that is so sweet.",Ross,847,joy
TRAIN_8044,"No, no, ok, you hang up.",Ross,847,joy
TRAIN_8045,"Ok, ok, one, two, three.",Ross,847,joy
TRAIN_8046,Well you didn't hang up either.,Ross,847,joy
TRAIN_8047,She didn't hang up either...,Rachel,847,joy
TRAIN_8048,"Ok, no, no, you hang up. You, you, y—",Ross,847,joy
TRAIN_8049,"Ross, hi, it's Rachel.",Rachel,848,neutral
TRAIN_8050,"I'm just calling to say that um, everything's fine and I'm really happy for you and your",Rachel,848,neutral
TRAIN_8051,"Rach, I got a message from you.",Ross,848,neutral
TRAIN_8052,Oh my God.,Rachel,848,surprise
TRAIN_8053,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",Rachel,848,sadness
TRAIN_8054,You're over me?,Ross,848,surprise
TRAIN_8055,Ohhhhhhhh God.,Rachel,848,surprise
TRAIN_8056,"Wha... you're uh, you're, you're over me?",Ross,848,surprise
TRAIN_8057,"Ohh, ohh.",Rachel,848,sadness
TRAIN_8058,"When, when were you... under me?",Ross,848,surprise
TRAIN_8059,"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.",Rachel,848,neutral
TRAIN_8060,"OK, I need to lie down.",Ross,848,surprise
TRAIN_8061,"Hey! I'm in, they're gonna let me audition!",Joey,849,joy
TRAIN_8062,Really? That's great!,Ross,849,joy
TRAIN_8063,"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",Joey,849,joy
TRAIN_8064,(noticing a kid who has picked up a copy of,Carol,849,neutral
TRAIN_8065,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",Joey,849,joy
TRAIN_8066,"Yeah well, he's not gonna get this one.",Ross,849,joy
TRAIN_8067,Ben is way cuter than that kid.,Ross,849,joy
TRAIN_8068,"I mean look at him, look at you,",Ross,849,disgust
TRAIN_8069,"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",Joey,849,neutral
TRAIN_8070,"Joey, you look nothing like Ben.",Ross,849,neutral
TRAIN_8071,I look more like him than you do!,Joey,849,anger
TRAIN_8072,"Y'know, I don't really know you well enough for you to do that.",Carol,849,joy
TRAIN_8073,That really was some of your best work.,Monica,850,joy
TRAIN_8074,"Hm-hmm, I told you!  I can’t believe that I’ve only got two hours before I call in sick for work.",Chandler,850,neutral
TRAIN_8075,I have to be up in seven minutes.,Monica,850,neutral
TRAIN_8076,"Well, you’re not gonna believe this, but if you have seven minutes",Chandler,850,neutral
TRAIN_8077,Really?!,Monica,850,surprise
TRAIN_8078,Do you wanna?,Chandler,850,neutral
TRAIN_8079,Okay! You get the vacuum cleaner and I’ll get the furniture polish!,Monica,850,joy
TRAIN_8080,Oh okay. But y’know what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,Kristen,851,neutral
TRAIN_8081,Boyfriend?,Joey,851,surprise
TRAIN_8082,No.,Kristen,851,neutral
TRAIN_8083,I’m Joey.,Joey,851,neutral
TRAIN_8084,Kristen.,Kristen,851,neutral
TRAIN_8085,"Oh wow, what a beautiful name!  What is it again?",Joey,851,joy
TRAIN_8086,Kristen.,Kristen,851,neutral
TRAIN_8087,Got it!  So,Joey,851,neutral
TRAIN_8088,"So uh, do you live around here?",Kristen,851,neutral
TRAIN_8089,Yeah!,Joey,851,neutral
TRAIN_8090,Yeah!,Joey,851,joy
TRAIN_8091,Right down there.,Joey,851,neutral
TRAIN_8092,Hey listen.. let me give you a little tip.,Joey,851,neutral
TRAIN_8093,Do not take a nap on this stoop  or you can wake up with your shoes gone.,Joey,851,joy
TRAIN_8094,I’ll remember that.,Kristen,851,neutral
TRAIN_8095,"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",Joey,851,neutral
TRAIN_8096,"Oh I, I have plans tonight.",Kristen,851,neutral
TRAIN_8097,But how about tomorrow?,Kristen,851,neutral
TRAIN_8098,"Sounds great! Okay, alright, well where does this go?",Joey,851,joy
TRAIN_8099,"You look strong, why don’t I take that and you grab one of the boxes.",Kristen,851,neutral
TRAIN_8100,"Okay. Yeah.  Yeah, I’ll grab this one.",Joey,851,neutral
TRAIN_8101,Hey.,Phoebe,852,neutral
TRAIN_8102,"Listen, um...",Phoebe,852,neutral
TRAIN_8103,I'm sorry.,Phoebe,852,sadness
TRAIN_8104,": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'",Phoebe,852,neutral
TRAIN_8105,"That's right, I don't... But I was, I was drunk on you!",Phoebe,852,sadness
TRAIN_8106,"Okay, yeah, so it's not gonna work.",Phoebe,852,neutral
TRAIN_8107,"If it was, would you stop hanging out with her?",Phoebe,852,neutral
TRAIN_8108,"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",Phoebe,852,anger
TRAIN_8109,"You know...  You're gonna be really, really hard to get over.",Phoebe,852,sadness
TRAIN_8110,"By the way, the week before your wedding you may not see a lot of me.",Ross,853,neutral
TRAIN_8111,"Oh, hello liar.",Phoebe,853,anger
TRAIN_8112,"Look, I-I’m really sorry I let go of the bike.",Ross,853,sadness
TRAIN_8113,I could’ve been killed I hope you know!,Phoebe,853,anger
TRAIN_8114,"I know. I know. But, can we please try it again? Huh? I mean, you were",Ross,853,sadness
TRAIN_8115,"Well, I would love to but…the bike got stolen and the police have no suspects.",Phoebe,853,joy
TRAIN_8116,Phoebe.,Ross,853,neutral
TRAIN_8117,What?!  What the hell?!,Phoebe,853,anger
TRAIN_8118,"All right, y’know what?",Ross,853,anger
TRAIN_8119,"If you are not going to learn how to ride this bike then I’m sorry, I’m just gonna have to take it back.",Ross,853,anger
TRAIN_8120,What?! Why?!,Phoebe,853,surprise
TRAIN_8121,"Because! Because, it-it-it’s… It’d be like you having this guitar  and-and never playing it. Okay, this guitar",Ross,853,anger
TRAIN_8122,"All right. If you care enough to make up that load of crap, okay.",Phoebe,853,anger
TRAIN_8123,Great! Great!  You’re making the bike very happy.,Ross,853,joy
TRAIN_8124,Okay Ross!  Please don’t die!,Phoebe,853,anger
TRAIN_8125,How could you have kept all of this from me?,Mona,854,fear
TRAIN_8126,"I was going to tell you, but",Ross,854,neutral
TRAIN_8127,But what?! You figured you’d get what you wanted and then dump her like you dumped Rachel!,Dr. Green,854,anger
TRAIN_8128,Hey! I did not dump Rachel!  Nor are we still together.  Can I just…  Why don’t we just let the machine get that?,Ross,854,anger
TRAIN_8129,Hey Ross. It’s Joey. There’s a hooker over here and we thought maybe you’d know something about it.,Joey,854,neutral
TRAIN_8130,"No! No! No! No! No! I-I-I-I—I need to, I need to lie down.",Ross,854,neutral
TRAIN_8131,Everything on your application looks really good—Ohh!,Joey,855,joy
TRAIN_8132,"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",Joey,855,anger
TRAIN_8133,"Oh don’t worry, I’m not really a party girl.",The Potential Roommate,855,neutral
TRAIN_8134,"Whoa!! Now look, don’t be just blurtin’ stuff out. I want you to really think about your answers. Okay?",Joey,855,joy
TRAIN_8135,You can call off the roommate search!  Hi! I’ll be living here.,Chandler,855,joy
TRAIN_8136,"Oh don’t listen to him, he’s just some guy who really wants the apartment, but I don’t think he’s gonna get it.",Joey,855,sadness
TRAIN_8137,Why did you take the shower curtain down?,Chandler,855,surprise
TRAIN_8138,That thing was a hazard!  I’m very safety conscious.,Joey,855,fear
TRAIN_8139,Hi.,Joey,856,neutral
TRAIN_8140,"Hey man, how did the audition go?",Chandler,856,neutral
TRAIN_8141,Estelle said I didn't get it.,Joey,856,sadness
TRAIN_8142,What?! Why? Joey you were so ready for it!,Rachel,856,surprise
TRAIN_8143,"Yeah, I thought so too but, she said the casting people had some problems with me.",Joey,856,joy
TRAIN_8144,No!,Ross,857,surprise
TRAIN_8145,"For all I know, she’s trying to find me but couldn’t because I kept moving around.",Ross,857,neutral
TRAIN_8146,"No, from now on, I’m staying in one place.",Ross,857,neutral
TRAIN_8147,Right here.,Ross,857,neutral
TRAIN_8148,"Well, it’s getting late.",Monica,857,neutral
TRAIN_8149,"Yeah, we’re gonna go.",Chandler,857,neutral
